Covered_Recipient_Type,Noncovered_Recipient_Entity_Name,Teaching_Hospital_CCN,Teaching_Hospital_ID,Teaching_Hospital_Name,Covered_Recipient_Profile_ID,Covered_Recipient_NPI,Covered_Recipient_First_Name,Covered_Recipient_Last_Name,Recipient_City,Recipient_State,Recipient_Zip_Code,Covered_Recipient_Primary_Type_1,Covered_Recipient_Specialty_1,Total_Amount_of_Payment_USDollars,Date_of_Payment,Record_ID,Program_Year,Payment_Publication_Date
Covered Recipient Teaching Hospital,Not available,330285.0,10135.0,Strong Memorial Hospital,Not available,Not available,Not available,Not available,ROCHESTER,NY,14642,Not available,Not available,909.0,04/26/2021,838664441,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,30007.0,11154.0,VERDE VALLEY MEDICAL CENTER,Not available,Not available,Not available,Not available,Cottonwood,AZ,86326,Not available,Not available,250.0,07/20/2021,838385831,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,80775.0,1790741718.0,MARLA,DUBINSKY,NEW YORK,NY,10029,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,420.0,06/21/2021,844222121,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,40016.0,10971.0,Uams Medical Centrer,Not available,Not available,Not available,Not available,Little Rock,AR,72205,Not available,Not available,2830.1,07/14/2021,850506489,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50696.0,11289.0,Keck Hospital Of Usc,Not available,Not available,Not available,Not available,LOS ANGELES,CA,90033,Not available,Not available,21.0,10/03/2021,851396787,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220162.0,9984.0,DANA-FARBER CANCER INSTITUTE,Not available,Not available,Not available,Not available,Boston,MA,02215,Not available,Not available,425700.0,09/13/2021,851687945,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360079.0,10329.0,KETTERING MEMORIAL HOSPITAL,Not available,Not available,Not available,Not available,KETTERING,OH,45429,Not available,Not available,5919.0,07/14/2021,834096359,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,54009.0,11327.0,RESNICK NEUROPSYCHIATRIC HOSPITAL AT,Not available,Not available,Not available,Not available,Los Angeles,CA,90095,Not available,Not available,1497.0,01/15/2021,832818357,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,83300.0,10812.0,ALFRED I DUPONT HOSP FOR CHILDREN,Not available,Not available,Not available,Not available,Wilmington,DE,19899,Not available,Not available,17186.67,02/11/2021,832716720,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,490009.0,10745.0,University Of Virginia Medical Cente,Not available,Not available,Not available,Not available,Charlottesville,VA,22908,Not available,Not available,2354.9,07/15/2021,851696559,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,340001.0,10755.0,Carolinas Healthcare System Northeas,Not available,Not available,Not available,Not available,CHARLOTTE,NC,28260,Not available,Not available,2146.09,11/01/2021,800045087,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,289088.0,1386738938.0,BARRY,REINER,BALTIMORE,MD,21229,Medical Doctor,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Endocrinology,229.0,07/13/2021,811831791,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230046.0,10547.0,UNIV OF MI HOSPITALS & HLTH CTRS,Not available,Not available,Not available,Not available,Ann Arbor,MI,48109,Not available,Not available,6800.0,05/06/2021,792390477,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,143300.0,10439.0,ANN & ROBERT H. LURIE CHILDRENS HOS,Not available,Not available,Not available,Not available,Northbrook,IL,60062,Not available,Not available,13480.13,02/20/2021,830529065,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,440039.0,10425.0,VANDERBILT UNIVERSITY MEDICAL CENTER,Not available,Not available,Not available,Not available,Nashville,TN,37232,Not available,Not available,6426.0,11/29/2021,837697047,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,190036.0,10978.0,OCHSNER CLINIC FOUNDATION,Not available,Not available,Not available,Not available,New Orleans,LA,70121,Not available,Not available,80.0,09/02/2021,792395781,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,357629.0,1881743748.0,REGINA,BERKOVICH,West Hollywood,CA,90048,Medical Doctor,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,23601.6,05/25/2021,842924517,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,223302.0,9992.0,Childrens Hospital Corporation,Not available,Not available,Not available,Not available,BOSTON,MA,02115,Not available,Not available,187.5,08/23/2021,838665143,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,380009.0,11212.0,OHSU HOSPITAL AND CLINICS,Not available,Not available,Not available,Not available,Portland,OR,97239,Not available,Not available,76595.2,03/19/2021,832765653,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50625.0,11293.0,Cedars-Sinai Medical Center,Not available,Not available,Not available,Not available,West Hollywood,CA,90048,Not available,Not available,7692.0,08/16/2021,803513543,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,500044.0,11187.0,Deaconess Medical Center,Not available,Not available,Not available,Not available,Spokane,WA,99204,Not available,Not available,18864.0,05/10/2021,803513799,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230077.0,10498.0,ST. MARYS OF MICHIGAN,Not available,Not available,Not available,Not available,Saginaw,MI,48601,Not available,Not available,100.0,01/07/2021,838382705,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,150113.0,10414.0,Community Hospital Anderson,Not available,Not available,Not available,Not available,Anderson,IN,46011,Not available,Not available,56.9,10/28/2021,811271289,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50760.0,11221.0,KFH - ANTIOCH,Not available,Not available,Not available,Not available,Antioch,CA,94531,Not available,Not available,2160.0,08/12/2021,832826057,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,460009.0,11165.0,U Of U Hospitals & Clinics,Not available,Not available,Not available,Not available,SALT LAKE CITY,UT,84132,Not available,Not available,50.0,04/05/2021,851397533,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,260196.0,1740256452.0,SAIMA,JEHANGIR,AUSTIN,TX,78703,Medical Doctor,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,305.0,07/29/2021,792403809,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50146.0,11296.0,City Of Hope National Medical Ctr,Not available,Not available,Not available,Not available,Duarte,CA,91010,Not available,Not available,56882.5,01/21/2021,826473111,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,140119.0,10441.0,Rush University Medical Center,Not available,Not available,Not available,Not available,Chicago,IL,60612,Not available,Not available,846.95,05/10/2021,836178729,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,370114.0,10988.0,St. John Medical Center,Not available,Not available,Not available,Not available,Tulsa,OK,74104,Not available,Not available,122.85,01/26/2021,849067135,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50077.0,11300.0,Scripps Mercy Hospital,Not available,Not available,Not available,Not available,SAN DIEGO,CA,92121,Not available,Not available,7106.25,09/07/2021,800045549,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,289088.0,1386738938.0,BARRY,REINER,BALTIMORE,MD,21229,Medical Doctor,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Endocrinology,6.5,07/13/2021,811831909,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50599.0,11287.0,UC DAVIS MEDICAL CENTER,Not available,Not available,Not available,Not available,Sacramento,CA,95817,Not available,Not available,2985.05,02/19/2021,832719141,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,40255.0,1891870150.0,LISA,ALVETRO ROSSMAN,SIDNEY,OH,45365,Doctor of Dentistry,Dental Providers|Dentist|Orthodontics and Dentofacial Orthopedics,13897.0,07/01/2021,767017082,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,30013.0,11164.0,Yuma Regional Medical Center,Not available,Not available,Not available,Not available,YUMA,AZ,85364,Not available,Not available,401.38,09/20/2021,800046157,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,3200.0,1063435675.0,STEVEN,DAVIS,TORRANCE,CA,90503,Medical Doctor,Allopathic & Osteopathic Physicians|Otolaryngology,2172.0,11/22/2021,844211627,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,440039.0,10425.0,VANDERBILT UNIVERSITY MEDICAL CENTER,Not available,Not available,Not available,Not available,Nashville,TN,37232,Not available,Not available,182.97,04/08/2021,836194101,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,310019.0,10183.0,St. Josephs University Medical Cent,Not available,Not available,Not available,Not available,PATERSON,NJ,07503,Not available,Not available,850.0,08/23/2021,838667105,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,390111.0,10224.0,Hospital Of The Univ Of Penna,Not available,Not available,Not available,Not available,Phila,PA,19104,Not available,Not available,4044.0,08/23/2021,803514055,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50262.0,11328.0,Ronald Reagan Ucla,Not available,Not available,Not available,Not available,Los Angeles,CA,90095,Not available,Not available,4000.0,11/04/2021,840456285,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,223302.0,9992.0,CHILDRENS HOSPITAL CORPORATION,Not available,Not available,Not available,Not available,Boston,MA,02115,Not available,Not available,659343.48,11/18/2021,816651623,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,340130.0,10756.0,Carolinas Healthcare System Union,Not available,Not available,Not available,Not available,MONROE,NC,28112,Not available,Not available,217.14,02/09/2021,843805635,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50625.0,11293.0,Cedars-Sinai Medical Center,Not available,Not available,Not available,Not available,West Hollywood,CA,90048,Not available,Not available,1000.0,01/25/2021,832769239,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,160058.0,10604.0,University Of Iowa Hosp & Clinics,Not available,Not available,Not available,Not available,IOWA CITY,IA,52242,Not available,Not available,32350.5,09/13/2021,838667611,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220162.0,9984.0,DANA-FARBER CANCER INSTITUTE,Not available,Not available,Not available,Not available,Boston,MA,02215,Not available,Not available,3221.51,12/31/2021,848744715,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,460009.0,11165.0,U Of U Hospitals & Clinics,Not available,Not available,Not available,Not available,Salt Lake City,UT,84132,Not available,Not available,177.27,02/01/2021,827025365,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,53302.0,11301.0,CHILDRENS HOSPITAL LOS ANGELES,Not available,Not available,Not available,Not available,Los Angeles,CA,90027,Not available,Not available,1350.0,01/18/2021,792402521,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,390111.0,10224.0,HOSPITAL OF THE UNIV OF PENNA,Not available,Not available,Not available,Not available,Phila,PA,19104,Not available,Not available,2432.0,12/15/2021,851688151,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,440015.0,10348.0,University Of Tennessee Medical Cent,Not available,Not available,Not available,Not available,KNOXVILLE,TN,37920,Not available,Not available,8515.0,03/29/2021,821952883,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360180.0,10373.0,Cleveland Clinic Hospital,Not available,Not available,Not available,Not available,Cleveland,OH,44195,Not available,Not available,6.5,09/03/2021,811884177,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,110010.0,10785.0,EMORY UNIVERSITY HOSPITAL,Not available,Not available,Not available,Not available,ATLANTA,GA,30329,Not available,Not available,13715.0,02/25/2021,834097169,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,500027.0,11177.0,Swedish Medical Center,Not available,Not available,Not available,Not available,Seattle,WA,98122,Not available,Not available,133.65,10/08/2021,849067907,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,190036.0,10978.0,Ochsner Clinic Foundation,Not available,Not available,Not available,Not available,NEW ORLEANS,LA,70115,Not available,Not available,511.42,03/16/2021,800047069,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50077.0,11300.0,Scripps Mercy Hospital,Not available,Not available,Not available,Not available,San Diego,CA,92103,Not available,Not available,56.9,04/22/2021,811877083,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,280130.0,10668.0,Chi Health Lakeside,Not available,Not available,Not available,Not available,OMAHA,NE,68124,Not available,Not available,14592.38,07/19/2021,800047443,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,440039.0,10425.0,Vanderbilt University Medical Center,Not available,Not available,Not available,Not available,Nashville,TN,37232,Not available,Not available,216.0,08/19/2021,811247737,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,420004.0,10780.0,Medical University Of South Carolina,Not available,Not available,Not available,Not available,CHARLESTON,SC,29403,Not available,Not available,10.0,01/18/2021,852904145,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220110.0,9985.0,Brigham And Womens Hospital,Not available,Not available,Not available,Not available,BOSTON,MA,02115,Not available,Not available,1682.81,03/03/2021,805152501,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,240115.0,10464.0,Mercy Hospital,Not available,Not available,Not available,Not available,Coon Rapids,MN,55433,Not available,Not available,4608.9,10/12/2021,803514313,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,70034.0,10026.0,Norwalk Hospital,Not available,Not available,Not available,Not available,Norwalk,CT,06856,Not available,Not available,52.0,04/22/2021,842928265,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,150113.0,10414.0,Community Hospital Anderson,Not available,Not available,Not available,Not available,Anderson,IN,46011,Not available,Not available,28.45,06/24/2021,811332325,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360180.0,10373.0,Cleveland Clinic Hospital,Not available,Not available,Not available,Not available,Cleveland,OH,44195,Not available,Not available,2844.89,06/28/2021,811406733,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,340130.0,10756.0,Carolinas Healthcare System Union,Not available,Not available,Not available,Not available,MONROE,NC,28112,Not available,Not available,276.89,12/14/2021,843805891,2021,01/20/2023
